Gene	P1490_PCD_09122016-0	P1490_PCD_27082020-0	P3390_PCD_08032024-0	P3390_PCD_19082024-0	P3390_PCD_30092020-0	P4703_CF_16022007-0	P4703_CF_18022015-0	P4703_CF_XXXX2000-0	P6004_CF_19062007-0	P6004_CF_28052021-0	P6004_CF_30102015-0	NumAsm_WiGene	NumAsm_WiGene_DNASeq
group_4728	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4726	1	0	1	0	0	0	1	0	1	1	1	6	6
ttgI	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4698	0	0	0	1	1	1	1	1	1	0	0	6	6
group_4686	0	0	1	1	1	1	0	1	0	0	1	6	6
group_4685	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4684	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4675	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4662	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4641	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4640	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4630	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4629	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4625	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4607	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4606	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4595	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4588	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4584	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4576	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4573	1	0	1	0	0	0	1	0	1	1	1	6	6
oprM	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4520	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4518	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4510	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4508	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4503	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4495	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4494	1	0	1	0	0	0	1	0	1	1	1	6	6
lysR~~~hcaR	1	0	1	1	1	1	0	1	0	0	0	6	6
group_4480	0	1	1	0	0	0	1	0	1	1	1	6	6
group_4460	1	0	1	0	0	0	1	0	1	1	1	6	6
czcC	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4457	0	0	1	1	1	1	0	1	0	0	1	6	6
group_4448	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4445	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4439	1	0	1	0	0	0	1	0	1	1	1	6	6
ccoP	1	0	0	1	0	1	1	1	0	0	1	6	6
group_4432	1	0	1	1	1	0	0	1	0	0	1	6	6
group_4431	1	0	1	1	1	0	0	1	0	0	1	6	6
group_4416	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4415	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4400	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4399	1	0	1	0	0	0	1	0	1	1	1	6	6
copR~~~irlR	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4393	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4390	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4382	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4376	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4374	1	0	1	0	0	0	1	0	1	1	1	6	6
ybjN	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4362	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4347	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4335	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4334	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4333	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4328	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4314	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4304	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4298	1	0	1	0	0	0	1	0	1	1	1	6	6
crcB	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4279	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4264	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4256	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4255	1	0	1	0	0	0	1	0	1	1	1	6	6
yncE	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4242	1	0	1	1	1	1	0	1	0	0	0	6	6
group_4240	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4237	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4235	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4231	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4226	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4225	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4196	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4191	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4186	1	0	1	0	0	0	1	0	1	1	1	6	6
fixK	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4162	1	0	1	2	2	2	1	2	1	1	1	6	10
group_4136	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4130	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4126	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4114	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4110	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4093	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4088	1	0	1	0	0	0	1	0	1	1	1	6	6
cysW	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4070	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4058	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4048	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4032	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4029	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4016	0	0	1	1	1	1	0	1	0	0	1	6	6
group_4010	1	0	1	0	0	0	1	0	1	1	1	6	6
group_4002	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3993	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3988	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3969	1	0	1	0	0	0	1	0	1	1	1	6	6
hdfR~~~gbpR	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3942	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3932	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3922	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3909	1	0	1	0	0	0	1	0	1	1	1	6	6
hsaB	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3900	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3899	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3898	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3889	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3885	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3869	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3866	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3864	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3838	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3837	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3835	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3827	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3819	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3818	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3817	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3787	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3772	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3770	1	0	1	0	0	0	1	0	1	1	1	6	6
sapC	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3766	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3754	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3743	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3742	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3741	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3738	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3727	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3726	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3719	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3717	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3713	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3706	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3700	1	0	1	1	1	1	0	1	0	0	0	6	6
ydcO	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3687	0	0	0	1	1	1	1	1	1	0	0	6	6
group_3668	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3657	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3647	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3639	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3624	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3622	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3616	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3608	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3580	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3575	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3569	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3567	1	0	1	0	0	0	1	0	1	1	1	6	6
expZ	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3545	0	0	0	1	1	1	2	1	1	1	0	6	7
group_3539	1	0	0	1	1	1	0	1	0	0	1	6	6
group_3530	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3527	1	0	1	0	0	0	1	0	1	1	1	6	6
czcB	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3504	1	0	1	0	0	0	1	0	1	1	1	6	6
cspA	1	0	1	1	1	0	0	1	0	0	1	6	6
group_3262	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3174	0	0	1	1	1	1	0	1	0	0	1	6	6
group_3133	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3119	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3096	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3085	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3003	1	0	1	0	0	0	1	0	1	1	1	6	6
group_3002	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2953	0	0	1	1	1	1	0	1	0	0	1	6	6
group_2914	1	0	1	0	0	0	1	0	1	1	1	6	6
rutC	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2849	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2760	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2759	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2710	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2645	1	0	1	0	0	0	1	0	1	1	1	6	6
yybR	1	0	1	0	0	0	1	0	1	1	1	6	6
rutF	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2542	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2520	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2494	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2413	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2371	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2353	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2325	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2324	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2319	1	0	1	0	0	0	1	0	1	1	1	6	6
todT	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2238	1	0	1	0	0	0	1	0	1	1	1	6	6
dedA	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2183	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2151	1	0	1	0	0	0	1	0	1	1	1	6	6
csgG	1	0	1	0	0	0	1	0	1	1	1	6	6
czcR	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2085	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1976	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1964	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1888	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1833	1	0	1	0	0	0	1	0	1	1	1	6	6
ompR	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1816	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1797	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1771	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1733	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1725	1	0	1	0	0	0	1	0	1	1	1	6	6
xynR	1	0	1	0	0	0	1	0	1	1	1	6	6
ydfG	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1593	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1592	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1573	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1572	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1570	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1560	1	0	1	0	0	0	1	0	1	1	1	6	6
cysT	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1500	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1496	1	0	1	0	0	0	1	0	1	1	1	6	6
czcD	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1481	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1457	1	0	1	0	0	0	1	0	1	1	1	6	6
tsaR	1	0	1	0	0	0	1	0	1	1	1	6	6
occR	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1388	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1379	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1307	1	0	1	0	0	0	1	0	1	1	1	6	6
hlyD	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1279	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1276	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1247	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1208	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1152	1	0	1	0	0	0	1	0	1	1	1	6	6
gsiA	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1084	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1077	1	0	1	0	0	0	1	0	1	1	1	6	6
argP	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1058	1	0	1	0	0	0	1	0	1	1	1	6	6
cysP	1	0	1	0	0	0	1	0	1	1	1	6	6
group_1014	1	0	1	0	0	0	1	0	1	1	1	6	6
group_999	1	0	1	0	0	0	1	0	1	1	1	6	6
yjmC	1	0	1	0	0	0	1	0	1	1	1	6	6
feaR	1	0	1	0	0	0	1	0	1	1	1	6	6
group_949	1	0	1	0	0	0	1	0	1	1	1	6	6
group_941	1	0	1	0	0	0	1	0	1	1	1	6	6
group_915	1	0	1	0	0	0	1	0	1	1	1	6	6
hcnC	1	0	1	0	0	0	1	0	1	1	1	6	6
group_845	1	0	1	0	0	0	1	0	1	1	1	6	6
group_839	1	0	1	0	0	0	1	0	1	1	1	6	6
group_790	1	0	1	0	0	0	1	0	1	1	1	6	6
group_776	1	0	1	0	0	0	1	0	1	1	1	6	6
group_775	1	0	1	0	0	0	1	0	1	1	1	6	6
group_767	1	0	1	0	0	0	1	0	1	1	1	6	6
group_766	1	0	1	0	0	0	1	0	1	1	1	6	6
nepI	1	0	1	0	0	0	1	0	1	1	1	6	6
styA	1	0	1	0	0	0	1	0	1	1	1	6	6
group_600	1	0	1	0	0	0	1	0	1	1	1	6	6
group_584	1	0	1	0	0	0	1	0	1	1	1	6	6
group_566	1	0	1	0	0	0	1	0	1	1	1	6	6
group_565	1	0	1	0	0	0	1	0	1	1	1	6	6
group_537	1	0	1	0	0	0	1	0	1	1	1	6	6
gntT	1	0	1	0	0	0	1	0	1	1	1	6	6
group_515	1	0	1	0	0	0	1	0	1	1	1	6	6
abgB	1	0	1	0	0	0	1	0	1	1	1	6	6
group_424	1	0	1	0	0	0	1	0	1	1	1	6	6
group_409	1	0	1	0	0	0	1	0	1	1	1	6	6
group_389	1	0	1	0	0	0	1	0	1	1	1	6	6
group_344	1	0	1	0	0	0	1	0	1	1	1	6	6
group_316	1	0	1	0	0	0	1	0	1	1	1	6	6
mqo	1	0	1	0	0	0	1	0	1	1	1	6	6
group_176	1	0	1	0	0	0	1	0	1	1	1	6	6
group_171	1	0	1	0	0	0	1	0	1	1	1	6	6
group_124	1	0	1	0	0	0	1	0	1	1	1	6	6
group_110	1	0	1	0	0	0	1	0	1	1	1	6	6
group_84	1	0	1	0	0	0	1	0	1	1	1	6	6
group_56	1	0	1	0	0	0	1	0	1	1	1	6	6
czcA	1	0	1	0	0	0	1	0	1	1	1	6	6
mdtC	1	0	1	0	0	0	1	0	1	1	1	6	6
group_2	1	0	1	0	0	0	1	0	1	1	1	6	6
group_6381	1	0	0	1	1	1	0	1	0	0	0	5	5
group_6341	1	0	0	1	1	1	0	1	0	0	0	5	5
group_6321	1	0	0	1	1	1	0	1	0	0	0	5	5
fepB	1	0	0	1	1	1	0	1	0	0	0	5	5
group_6293	1	0	0	1	1	1	0	1	0	0	0	5	5
group_6292	1	0	0	1	1	1	0	1	0	0	0	5	5
group_6263	0	0	1	0	0	0	1	0	1	1	1	5	5
group_6231	1	0	0	1	1	1	0	1	0	0	0	5	5
group_6194	0	1	0	0	0	0	1	0	1	1	1	5	5
group_6188	0	1	0	0	0	0	1	0	1	1	1	5	5
group_6168	1	0	1	0	0	0	1	0	1	1	0	5	5
group_6012	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5958	1	0	0	0	0	0	1	0	1	1	1	5	5
group_5921	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5863	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5802	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5792	1	0	1	0	0	0	1	0	1	0	1	5	5
group_5661	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5640	1	0	1	0	0	1	0	1	0	0	1	5	5
group_5618	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5569	1	0	0	0	0	0	1	0	1	1	1	5	5
group_5553	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5469	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5468	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5457	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5437	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5339	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5336	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5335	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5319	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5297	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5245	0	0	1	1	1	1	0	1	0	0	0	5	5
group_5206	0	0	1	0	0	0	1	0	1	1	1	5	5
btuB	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5128	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5124	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5095	0	1	1	0	0	0	1	0	1	1	0	5	5
group_5094	0	1	1	0	0	0	1	0	1	1	0	5	5
group_5088	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5084	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5051	0	0	1	0	0	0	1	0	1	1	1	5	5
group_5038	0	1	0	1	1	1	0	1	0	0	0	5	5
group_5031	0	0	0	1	1	1	0	1	0	0	1	5	5
group_4980	0	0	1	1	1	1	0	1	0	0	0	5	5
bluF	0	0	1	0	0	0	1	0	1	1	1	5	5
zraR	0	0	1	0	0	0	1	0	1	1	1	5	5
yurZ	0	1	0	1	1	1	0	1	0	0	0	5	5
group_4775	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4719	0	1	1	0	0	0	1	0	1	1	0	5	5
group_4718	0	1	1	0	0	0	1	0	1	1	0	5	5
group_4711	0	0	0	1	1	1	0	1	0	0	1	5	5
group_4708	1	0	1	0	0	0	1	0	1	1	0	5	5
group_4702	0	1	0	1	1	1	0	1	0	0	0	5	5
group_4697	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4687	0	1	0	0	0	0	1	0	1	1	1	5	5
group_4635	0	0	1	0	0	0	1	0	1	1	1	5	5
ccmB	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4593	2	1	2	1	1	1	2	1	2	2	2	5	11
group_4590	0	1	0	1	1	1	0	1	0	0	0	5	5
group_4586	0	0	0	1	1	1	0	1	0	0	1	5	5
group_4580	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4574	0	1	0	1	1	1	0	1	0	0	0	5	5
group_4564	0	0	0	0	0	1	1	1	1	1	0	5	5
group_4538	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4530	0	0	0	1	1	1	0	1	0	0	1	5	5
group_4449	1	0	0	1	1	1	0	1	0	0	0	5	5
group_4373	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4372	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4345	0	0	0	1	1	1	0	1	0	0	1	5	5
group_4245	0	0	1	0	0	0	1	0	1	1	1	5	5
group_4103	0	2	1	0	0	0	1	0	1	1	1	5	6
group_4099	0	1	0	1	1	1	0	1	0	0	0	5	5
group_4075	2	1	2	1	1	1	2	1	2	2	2	5	11
msuE	0	1	0	1	1	1	0	1	0	0	0	5	5
group_4020	1	0	0	1	1	1	0	1	0	0	0	5	5
group_3999	0	1	1	0	0	0	1	0	1	1	0	5	5
group_3998	0	1	1	0	0	0	1	0	1	1	0	5	5
group_3985	0	0	0	1	1	1	0	1	0	0	1	5	5
group_3982	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3978	1	0	1	0	0	0	1	0	1	1	0	5	5
vgrG1	1	0	1	0	0	0	0	0	1	1	1	5	5
group_3967	0	1	0	1	1	1	0	1	0	0	0	5	5
group_3964	0	0	0	0	0	0	1	1	1	1	1	5	5
group_3934	0	1	0	0	0	0	1	0	1	1	1	5	5
group_3918	1	0	1	0	0	0	1	0	1	1	2	5	6
group_3911	0	1	0	1	1	1	0	1	0	0	0	5	5
group_3884	0	0	0	1	1	1	0	1	0	0	1	5	5
prfH	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3803	0	0	1	0	0	0	1	0	1	1	1	5	5
torA	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3798	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3782	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3776	0	0	0	1	1	1	0	1	0	0	1	5	5
group_3767	1	0	0	0	0	0	1	0	1	1	1	5	5
group_3758	0	0	1	0	0	0	1	0	1	1	1	5	5
tctD~~~ompR	2	1	0	1	1	1	0	1	0	0	0	5	6
group_3730	0	0	0	1	1	1	0	1	0	0	1	5	5
group_3661	0	0	0	1	1	1	0	1	0	0	1	5	5
group_3649	1	0	1	0	0	0	0	0	1	1	1	5	5
group_3626	0	0	1	0	0	0	1	0	1	1	1	5	5
hasA	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3558	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3529	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3459	1	0	1	0	0	0	1	0	1	0	1	5	5
group_3367	0	0	0	1	1	1	0	1	0	0	1	5	5
group_3176	0	0	0	1	1	1	0	1	0	0	1	5	5
group_3111	1	0	0	1	1	1	0	1	0	0	0	5	5
group_3050	0	0	1	0	0	0	1	0	1	1	1	5	5
group_3029	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2989	0	0	1	0	0	0	1	0	1	1	1	5	5
group_2926	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2765	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2761	0	0	1	0	0	0	1	0	1	1	1	5	5
group_2719	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2539	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2457	0	0	1	0	0	0	1	0	1	1	1	5	5
group_2387	0	0	1	0	0	0	1	0	1	1	1	5	5
group_2282	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2259	0	1	0	1	1	1	0	1	0	0	0	5	5
group_2145	0	0	0	1	1	1	0	1	0	0	1	5	5
group_2062	0	0	0	1	1	1	0	1	0	0	1	5	5
group_1772	0	0	1	0	0	0	1	0	1	1	1	5	5
group_1654	0	0	1	0	0	0	1	0	1	1	1	5	5
group_1604	0	1	0	1	1	1	0	1	0	0	0	5	5
group_1480	1	0	1	0	0	0	1	0	1	0	1	5	5
group_1448	0	0	1	0	0	0	1	0	1	1	1	5	5
group_1393	0	0	0	1	1	1	0	1	0	0	1	5	5
group_1391	0	1	0	1	1	1	0	1	0	0	0	5	5
group_1309	0	1	1	0	0	0	1	0	1	1	0	5	5
group_1273	0	0	1	0	0	0	1	0	1	1	1	5	5
group_1259	0	0	0	1	1	1	0	1	0	0	1	5	5
group_1197	0	1	0	1	1	1	0	1	0	0	0	5	5
mneS	0	0	0	0	0	0	1	1	1	1	1	5	5
group_1189	0	0	1	0	0	0	1	0	1	1	1	5	5
group_1112	1	0	0	1	1	1	0	1	0	0	0	5	5
group_1071	1	0	1	0	0	0	1	0	1	0	1	5	5
group_1017	0	1	0	1	1	1	0	1	0	0	0	5	5
group_936	0	0	0	1	1	1	0	1	0	0	1	5	5
rtcB	0	0	1	0	0	0	1	0	1	1	1	5	5
osrF	1	0	1	0	0	0	1	0	1	0	1	5	5
group_823	0	0	0	1	1	1	1	1	2	2	0	5	7
tolB	0	0	1	0	0	0	1	0	1	1	1	5	5
group_621	0	0	0	1	1	1	0	1	0	0	1	5	5
group_555	1	0	1	0	0	0	1	0	1	0	1	5	5
allB	1	0	1	0	0	0	1	0	1	0	1	5	5
group_544	0	0	0	1	1	1	0	1	0	0	1	5	5
group_506	1	0	1	0	0	0	1	0	1	0	1	5	5
group_477	0	0	0	1	1	1	0	1	0	0	1	5	5
appC	1	0	1	0	0	0	1	0	1	0	1	5	5
ccoN	1	0	0	0	0	1	1	1	0	0	1	5	5
proP	0	0	1	0	0	0	1	0	1	1	1	5	5
group_378	0	0	0	1	1	1	0	1	0	0	1	5	5
group_136	0	0	0	1	1	1	0	1	0	0	1	5	5
group_6992	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6991	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6990	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6989	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6985	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6983	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6981	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6980	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6977	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6976	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6975	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6974	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6972	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6971	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6969	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6968	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6967	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6966	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6962	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6961	0	0	0	1	1	1	0	1	0	0	0	4	4
group_6954	0	0	0	1	1	1	0	1	0	0	0	4	4
